Date,Day,5p,6p,7p,8p,9p,10p
2015-06-16,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,
2015-06-17,Wednesday,,,,,The Kelly File,Hannity
2015-06-18,Thursday,,,,,The Kelly File,Hannity
2015-06-19,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-06-20,Saturday,The Five,America's News Headquarters,FOX Report,On the Record With Greta Van Susteren,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-06-21,Sunday,MediaBuzz,FOX News Sunday With Chris Wallace,FOX Report,,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2015-06-22,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-06-23,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-06-24,Wednesday,,,,,The Kelly File,Hannity
2015-06-25,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,
2015-06-26,Friday,,,,,The Kelly File,FOX News Reporting: Crossing Jordan -- Escape From Terror
2015-06-27,Saturday,,,,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-06-28,Sunday,MediaBuzz,FOX News Sunday With Chris Wallace,FOX Report,,FOX News Reporting: Crossing Jordan -- Escape From Terror,The Greg Gutfeld Show
2015-06-29,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-06-30,Tuesday,,,,,The Kelly File,Hannity
2015-07-01,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-02,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-03,Friday,,,,,,
2015-07-04,Saturday,,America's News Headquarters,FOX Report,,,The Greg Gutfeld Show
2015-07-05,Sunday,MediaBuzz,FOX News Sunday With Chris Wallace,FOX Report,,,The Greg Gutfeld Show
2015-07-06,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-07,Tuesday,,,,,The Kelly File,Hannity
2015-07-08,Wednesday,,,,,The Kelly File,Hannity
2015-07-09,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-10,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-11,Saturday,The Five,America's News Headquarters,FOX Report,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-07-12,Sunday,MediaBuzz,FOX News Sunday With Chris Wallace,FOX Report,The O'Reilly Factor,The Kelly File,The Greg Gutfeld Show
2015-07-13,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-14,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-15,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-16,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-17,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-18,Saturday,,,,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-07-19,Sunday,MediaBuzz,FOX News Sunday With Chris Wallace,FOX Report,,,The Greg Gutfeld Show
2015-07-20,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-21,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-22,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-23,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-24,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-25,Saturday,The Five,America's News Headquarters,FOX Report,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-07-26,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,Hannity,The Greg Gutfeld Show
2015-07-27,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-07-28,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,
2015-07-29,Wednesday,,,,,The Kelly File,Hannity
2015-07-30,Thursday,,,,,The Kelly File,Hannity
2015-07-31,Friday,,,,,The Kelly File,Hannity
2015-08-01,Saturday,,,,,,The Greg Gutfeld Show
2015-08-02,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Hannity,The Greg Gutfeld Show
2015-08-03,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-04,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-05,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-06,Thursday,,,,Republican Presidential Candidates Debate (2 hours),,
2015-08-07,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-08,Saturday,The Five,America's News HQ,Fox Report Saturday,Republican Presedential Candidates Debate,Justice With Judge Jeanine,
2015-08-09,Sunday,,,,Republican Presidential Candidates Debate (2 hours),,The Greg Gutfeld Show
2015-08-10,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-11,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-12,Wednesday,,,,,The Kelly File,
2015-08-13,Thursday,,,,,The Kelly File,Hannity
2015-08-14,Friday,,,,,The Kelly File,
2015-08-15,Saturday,,,Fox Report Saturday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-08-16,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,The Trump Campaign,The Greg Gutfeld Show
2015-08-17,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-18,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-19,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-20,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-21,Friday,,,,,The Kelly File,Fox News Reporting
2015-08-22,Saturday,The Five,America's News HQ,Fox Report Saturday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-08-23,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Stossel,The Greg Gutfeld Show
2015-08-24,Monday,,,,,The Kelly File,Hannity
2015-08-25,Tuesday,,,,,The Kelly File,Hannity
2015-08-26,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,
2015-08-27,Thursday,,,,,The Kelly File,Hannity
2015-08-28,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-08-29,Saturday,The Five,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-08-30,Sunday,,,Fox Report Sunday,,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2015-08-31,Monday,,,,,The Kelly File,
2015-09-01,Tuesday,,,,,The Kelly File,Hannity
2015-09-02,Wednesday,,,,,The Kelly File,Hannity
2015-09-03,Thursday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-09-04,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Fox News Reporting
2015-09-05,Saturday,Kennedy,America's News HQ,Fox Report Saturday,,,
2015-09-06,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,The Trump Campaign,The Greg Gutfeld Show
2015-09-07,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,,The Kelly File,Restoring America's Greatness: An Hour With Dick and Liz Cheney
2015-09-08,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-09,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-10,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-11,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Fox News Reporting
2015-09-12,Saturday,On the Record With Greta Van Susteren,America's News HQ,Fox Report Saturday,The Kelly File,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-09-13,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,The Kelly File,The Greg Gutfeld Show
2015-09-14,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-15,Tuesday,The Five,,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-16,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-17,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-18,Friday,The Five,,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-19,Saturday,The Five,America's News HQ,Fox Report Saturday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-09-20,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Fox News Reporting,,The Greg Gutfeld Show
2015-09-21,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-22,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-23,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-24,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-25,Friday,Pope Francis in America (3 hours),,,The O'Reilly Factor,The Kelly File,Fox News Reporting
2015-09-26,Saturday,,America's News HQ,Fox Report Saturday (2 hours),,Justice With Judge Jeanine,Fox News Reporting
2015-09-27,Sunday,,,Fox Report Sunday,Stossel,Fox News Reporting,The Greg Gutfeld Show
2015-09-28,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-29,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-09-30,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-01,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-02,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-03,Saturday,The Five,America's News HQ,Fox Report Saturday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-10-04,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-10-05,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-06,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-07,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-08,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-09,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-10,Saturday,The Five,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-10-11,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-10-12,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-13,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-14,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-15,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-16,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-17,Saturday,The Five,America's News HQ,,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-10-18,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,The Kelly File,The Greg Gutfeld Show
2015-10-19,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-20,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-21,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-22,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-23,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-24,Saturday,The Five,America's News HQ,Fox Report Saturday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-10-25,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,,The Greg Gutfeld Show
2015-10-26,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-27,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-28,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-29,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-30,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-10-31,Saturday,The Five,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-11-01,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,,
2015-11-02,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-03,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-04,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-05,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-06,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Fox News Reporting
2015-11-07,Saturday,,,,Stossel,,The Greg Gutfeld Show
2015-11-08,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Fox News Reporting,,The Greg Gutfeld Show
2015-11-09,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-10,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-11,Wednesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-11-12,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-13,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-14,Saturday,First Panel - Republican Presidential Candidates Debate (1 hours),America's News HQ,Fox Report Saturday,,,Watters World
2015-11-15,Sunday,,,,The O'Reilly Factor,,
2015-11-16,Monday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-11-17,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-11-18,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-11-19,Thursday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-11-20,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-11-21,Saturday,,,,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-11-22,Sunday,,,,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-11-23,Monday,The Five,,,The O'Reilly Factor,The Kelly File,Hannity
2015-11-24,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-11-25,Wednesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-11-26,Thursday,,,,The O'Reilly Factor,Fox News Reporting,Fox News Reporting
2015-11-27,Friday,The Five,,,The O'Reilly Factor,The Kelly File,Hannity
2015-11-28,Saturday,,,,The Five,,
2015-11-29,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,,The Greg Gutfeld Show
2015-11-30,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-12-01,Tuesday,,,,The O'Reilly Factor,,
2015-12-02,Wednesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-03,Thursday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-04,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-12-05,Saturday,,,,The Kelly File,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-12-06,Sunday,MediaBuzz,,,The O'Reilly Factor,Justice With Judge Jeanine,
2015-12-07,Monday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-08,Tuesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-09,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-12-10,Thursday,,,,The O'Reilly Factor,,
2015-12-11,Friday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-12,Saturday,,,,Fox News Reporting,,
2015-12-13,Sunday,,,,Fox News Reporting,Justice With Judge Jeanine,The O'Reilly Factor
2015-12-14,Monday,The Five,Special Report With Bret Baier,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-15,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-12-16,Wednesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-17,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,Hannity
2015-12-18,Friday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-19,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2015-12-20,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Watters World,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2015-12-21,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-12-22,Tuesday,,,,The O'Reilly Factor,The Kelly File,
2015-12-23,Wednesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-24,Thursday,The Five,Special Report With Bret Baier,,The Five,,Happening Now
2015-12-25,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,
2015-12-26,Saturday,Shepard Smith Reporting,America's News HQ,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-12-27,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,On the Record With Greta Van Susteren,The O'Reilly Factor,,The Greg Gutfeld Show
2015-12-28,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2015-12-29,Tuesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2015-12-30,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2015-12-31,Thursday,The Five,Special Report With Bret Baier,Shepard Smith Reporting,The O'Reilly Factor,,
2016-01-01,Friday,The O'Reilly Factor,Special Report With Bret Baier,On the Record With Greta Van Susteren,,,
2016-01-03,Sunday,,,,,,The Greg Gutfeld Show
2016-01-04,Monday,,,,The O'Reilly Factor,The Kelly File,Hannity
2016-01-05,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-01-06,Wednesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2016-01-07,Thursday,,,,The O'Reilly Factor,The Kelly File,Hannity
2016-01-08,Friday,,,,The O'Reilly Factor,,
2016-01-09,Saturday,,,,,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-01-10,Sunday,,,,,,The Greg Gutfeld Show
2016-01-11,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-01-12,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2016-01-13,Wednesday,,,,The O'Reilly Factor,,
2016-01-14,Thursday,,,,The O'Reilly Factor,The Kelly File,Hannity
2016-01-15,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2016-01-16,Saturday,,,,Republican Presidential Debate (2 hours),,
2016-01-17,Sunday,,,,The O'Reilly Factor,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-01-18,Monday,,,,The O'Reilly Factor,The Kelly File,Hannity
2016-01-19,Tuesday,,,,The O'Reilly Factor,The Kelly File,Hannity
2016-01-20,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-01-21,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-01-22,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2016-01-23,Saturday,,,,The Kelly File,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-01-24,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The Kelly File,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-01-25,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-01-26,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-01-27,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-01-28,Thursday,The Five,Special Report With Bret Baier,Republican Presidential Debate,The O'Reilly Factor,Republican Presidential Debate (2 hours),
2016-01-29,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-01-30,Saturday,The Five,America's Election HQ,Fox Report Saturday,Republican Presidential Debate (2 hours),,Watters World
2016-01-31,Sunday,,Special Report With Bret Baier,On the Record With Greta Van Susteren,America's Election HQ,The Kelly File,Hannity
2016-02-01,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,America's Election HQ (3 hours),,
2016-02-02,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-03,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-04,Thursday,,,,The O'Reilly Factor,The Kelly File,Hannity
2016-02-05,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-06,Saturday,,,,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-02-07,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2016-02-08,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-09,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-10,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-11,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-12,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-13,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-02-14,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Fox News Reporting,,The Greg Gutfeld Show
2016-02-15,Monday,,,,The O'Reilly Factor,The Kelly File,Hannity
2016-02-16,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,,
2016-02-17,Wednesday,,,,The O'Reilly Factor,,
2016-02-18,Thursday,,,,The O'Reilly Factor,,
2016-02-19,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-20,Saturday,The Five,Special Report With Bret Baier,America's Election HQ (3 hours),,,Hannity
2016-02-21,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
