Date,Day,5p,6p,7p,8p,9p,10p
2017-04-19,Wednesday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-20,Thursday,The Five,Special Report With Bret Baier,The First 100 Days,The O'Reilly Factor,Tucker Carlson Tonight,Hannity
2017-04-21,Friday,The Five,Special Report With Bret Baier,The First 100 Days,,Tucker Carlson Tonight,Hannity
2017-04-22,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-04-23,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-04-24,Monday,Special Report With Bret Baier (2 hours),,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-04-25,Tuesday,Special Report With Bret Baier (2 hours),,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-04-26,Wednesday,Special Report With Bret Baier (2 hours),,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-04-27,Thursday,Special Report With Bret Baier (2 hours),Special Report With Bret Baier,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-04-28,Friday,Special Report With Bret Baier (2 hours),,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-04-29,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-04-30,Sunday,The First 100 Days,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-05-01,Monday,The Fox News Specialists,Special Report With Bret Baier,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-05-02,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-05-03,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-05-04,Thursday,The Fox News Specialists,Special Report With Bret Baier,The First 100 Days,Tucker Carlson Tonight,The Five,Hannity
2017-05-05,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-06,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-05-07,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-05-08,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-09,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-10,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-11,Thursday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-12,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-13,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-05-14,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Special Report With Bret Baier,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-05-15,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-16,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-17,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-18,Thursday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-19,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-20,Saturday,The Journal Editorial Report,America's News HQ,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-05-21,Sunday,America's News HQ (2 hours),,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-05-22,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-23,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-24,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-25,Thursday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-26,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-27,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-05-28,Sunday,Fox News Reporting,America's News HQ,Fox Report Sunday,Watters' World,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2017-05-29,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,The Story With Martha MacCallum
2017-05-30,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-05-31,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-01,Thursday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-02,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-03,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-06-04,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,The Next Revolution With Steve Hilton,Fox News Sunday With Chris Wallace
2017-06-05,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-06,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-07,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-08,Thursday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-09,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-10,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-06-11,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,The Next Revolution With Steve Hilton,Fox News Sunday With Chris Wallace
2017-06-12,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-13,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-14,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-15,Thursday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-16,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-17,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-06-18,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,The Next Revolution With Steve Hilton,Fox News Sunday With Chris Wallace
2017-06-19,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-20,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-21,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-22,Thursday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-23,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-24,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-06-25,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,The Next Revolution With Steve Hilton,Fox News Sunday With Chris Wallace
2017-06-26,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-27,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-28,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-29,Thursday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-06-30,Friday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-07-01,Saturday,America's News HQ (2 hours),,Fox Report Saturday,Watters' World,Justice With Judge Jeanine,The Greg Gutfeld Show
2017-07-02,Sunday,The Greg Gutfeld Show,America's News HQ,Fox Report Sunday,Watters' World,I'll Tell You What,Fox News Sunday With Chris Wallace
2017-07-03,Monday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-07-04,Tuesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
2017-07-05,Wednesday,The Fox News Specialists,Special Report With Bret Baier,The Story With Martha MacCallum,Tucker Carlson Tonight,The Five,Hannity
